#Rev: sensefly/geoinfo/3
fileName	latitude	longitude	altitude_wgs84
IMG_1209.JPG	35.3265259621	139.8929166553	173.4018554688	
IMG_1210.JPG	35.3267645809	139.8935662559	174.6123809814	
IMG_1211.JPG	35.3270806153	139.8941755821	175.4057312012	
IMG_1212.JPG	35.3273815225	139.8947911775	174.2750091553	
IMG_1213.JPG	35.3276850836	139.8954064075	174.7720336914	
IMG_1214.JPG	35.3279720824	139.8960265254	173.3146820068	
IMG_1215.JPG	35.3282611288	139.8966365309	172.5082244873	
IMG_1216.JPG	35.3285625945	139.8972398881	173.8314819336	
IMG_1217.JPG	35.3288589114	139.8978349191	172.5051879883	
IMG_1218.JPG	35.3291330222	139.8984344543	172.9614105225	
IMG_1219.JPG	35.3294416979	139.8990142730	171.5939331055	
IMG_1220.JPG	35.3297065881	139.8996053922	171.2494812012	
IMG_1221.JPG	35.3300016467	139.9002042034	171.8303527832	
IMG_1222.JPG	35.3302848992	139.9008041719	172.1922454834	
IMG_1223.JPG	35.3305644840	139.9013917469	171.0236053467	
IMG_1224.JPG	35.3308609932	139.9019944420	170.8819122314	
IMG_1225.JPG	35.3311490411	139.9025823421	171.4577789307	
IMG_1226.JPG	35.3314319117	139.9031771295	170.8132781982	
IMG_1227.JPG	35.3317254867	139.9037481112	170.1880035400	
IMG_1228.JPG	35.3320101678	139.9043448953	170.7405090332	
IMG_1229.JPG	35.3322863442	139.9048929349	170.9389343262	
IMG_1230.JPG	35.3325489763	139.9054851409	169.4194183350	
IMG_1231.JPG	35.3328411752	139.9061057911	168.9118347168	
IMG_1232.JPG	35.3334218063	139.9054597698	165.1440734863	
IMG_1233.JPG	35.3335817211	139.9050279943	167.4204101562	
IMG_1234.JPG	35.3337510910	139.9045258670	170.0499572754	
IMG_1235.JPG	35.3338880516	139.9040681711	171.4773864746	
IMG_1236.JPG	35.3340305457	139.9035845776	171.6515808105	
IMG_1237.JPG	35.3341647806	139.9031219970	171.6900177002	
IMG_1238.JPG	35.3343478266	139.9026696576	172.1993103027	
IMG_1239.JPG	35.3344774245	139.9022269030	172.8049774170	
IMG_1240.JPG	35.3346002184	139.9017423643	171.5845642090	
IMG_1241.JPG	35.3347451651	139.9012592469	169.7236022949	
IMG_1242.JPG	35.3348753692	139.9008107651	169.6297149658	
IMG_1243.JPG	35.3349953201	139.9003238138	172.4579925537	
IMG_1244.JPG	35.3351811723	139.8998186150	173.4232788086	
IMG_1245.JPG	35.3353174987	139.8993221151	172.6148223877	
IMG_1246.JPG	35.3354806840	139.8988136996	174.5321655273	
IMG_1247.JPG	35.3356496115	139.8983573354	174.6093139648	
IMG_1248.JPG	35.3358061910	139.8978723791	172.9046325684	
IMG_1249.JPG	35.3359368684	139.8973574668	176.0064849854	
IMG_1250.JPG	35.3360784617	139.8968758931	175.6220703125	
IMG_1251.JPG	35.3362540556	139.8963797412	173.4365539551	
IMG_1252.JPG	35.3355585496	139.8962474946	163.5542602539	
IMG_1253.JPG	35.3353982888	139.8968204070	163.2054290771	
IMG_1254.JPG	35.3351985743	139.8973157902	163.1679534912	
IMG_1255.JPG	35.3350978522	139.8979114360	165.1054840088	
IMG_1256.JPG	35.3349111488	139.8984765178	168.6443939209	
IMG_1257.JPG	35.3346807740	139.8990708633	168.9131164551	
IMG_1258.JPG	35.3345088298	139.8996355947	168.5469360352	
IMG_1259.JPG	35.3343819766	139.9002115102	170.9472961426	
IMG_1260.JPG	35.3341555356	139.9008659897	169.4238128662	
IMG_1261.JPG	35.3339803811	139.9014216977	169.4268188477	
IMG_1262.JPG	35.3338188359	139.9019744994	170.7241973877	
IMG_1263.JPG	35.3336380500	139.9025117424	169.3482208252	
IMG_1264.JPG	35.3334750591	139.9030864942	169.4827728271	
IMG_1265.JPG	35.3332991214	139.9036161787	169.8981323242	
IMG_1266.JPG	35.3331357129	139.9041734135	169.7947845459	
IMG_1267.JPG	35.3329724059	139.9047240824	169.7677001953	
IMG_1268.JPG	35.3328034691	139.9052915266	169.0043640137	
IMG_1269.JPG	35.3322283659	139.9049259942	164.9868316650	
IMG_1270.JPG	35.3323651095	139.9044472043	167.4523010254	
IMG_1271.JPG	35.3325361870	139.9039855496	169.0127716064	
IMG_1272.JPG	35.3326724505	139.9034828768	169.8570556641	
IMG_1273.JPG	35.3328333472	139.9030137238	171.4165802002	
IMG_1274.JPG	35.3329698531	139.9025566893	170.5132598877	
IMG_1275.JPG	35.3331000813	139.9020832112	170.2613220215	
IMG_1276.JPG	35.3332402396	139.9016097913	168.8677978516	
IMG_1277.JPG	35.3333759000	139.9011373273	168.3360443115	
IMG_1278.JPG	35.3335215542	139.9007117884	169.5382995605	
IMG_1279.JPG	35.3336530763	139.9002358664	169.5690307617	
IMG_1280.JPG	35.3338102262	139.8997478484	169.4017181396	
IMG_1281.JPG	35.3339625899	139.8992810373	169.4537506104	
IMG_1282.JPG	35.3340953935	139.8988073375	169.2991943359	
IMG_1283.JPG	35.3342346883	139.8983514973	168.7807922363	
IMG_1284.JPG	35.3343845322	139.8978502226	165.5906372070	
IMG_1285.JPG	35.3344756034	139.8973853234	166.2695770264	
IMG_1286.JPG	35.3346504451	139.8968801064	166.0314788818	
IMG_1287.JPG	35.3348339003	139.8964023393	172.4317321777	
IMG_1288.JPG	35.3349422615	139.8959015961	170.6895599365	
IMG_1289.JPG	35.3351127965	139.8954290399	169.9294433594	
IMG_1290.JPG	35.3343512067	139.8957148006	163.0691375732	
IMG_1291.JPG	35.3341388071	139.8961860106	169.1160583496	
IMG_1292.JPG	35.3339785936	139.8967641190	166.8185729980	
IMG_1293.JPG	35.3338322588	139.8973826556	166.9447784424	
IMG_1294.JPG	35.3336323699	139.8978803758	167.1657867432	
IMG_1295.JPG	35.3334769773	139.8984218054	166.5328216553	
IMG_1296.JPG	35.3333358254	139.8989570639	166.5493469238	
IMG_1297.JPG	35.3331500829	139.8995064203	168.1541900635	
IMG_1298.JPG	35.3329805959	139.9000276871	166.8953094482	
IMG_1299.JPG	35.3328301944	139.9005807829	166.4416656494	
IMG_1300.JPG	35.3326525648	139.9011052918	166.7053680420	
IMG_1301.JPG	35.3324836442	139.9016575241	165.8714447021	
IMG_1302.JPG	35.3323387590	139.9021923557	167.2664031982	
IMG_1303.JPG	35.3321546244	139.9027245946	166.3211822510	
IMG_1304.JPG	35.3319893612	139.9032871220	166.7392883301	
IMG_1305.JPG	35.3318228892	139.9038143662	166.3575592041	
IMG_1306.JPG	35.3316655974	139.9043445665	166.5287933350	
IMG_1307.JPG	35.3315232520	139.9048738703	166.3013458252	
IMG_1308.JPG	35.3309497962	139.9043766188	162.9633483887	
IMG_1309.JPG	35.3311370583	139.9038716877	164.9659118652	
IMG_1310.JPG	35.3312745587	139.9034438131	167.1595001221	
IMG_1311.JPG	35.3314232943	139.9029727278	168.7578887939	
IMG_1312.JPG	35.3315469747	139.9025237581	169.9935760498	
IMG_1313.JPG	35.3317067968	139.9020466143	170.8829650879	
IMG_1314.JPG	35.3318487156	139.9015937040	169.8931732178	
